time,latitude,longitude,mag
2011-03-14T06:12:36.060Z,37.785,142.456,6.0
2011-03-14T06:18:32.300Z,37.451,141.227,5.3
2011-03-14T06:27:27.280Z,36.625,141.838,5.2
2011-03-14T06:43:55.820Z,39.073,142.307,5.2
2011-03-14T06:46:58.690Z,37.909,142.895,5.1
2011-03-14T06:52:25.130Z,36.976,140.97,5.2
2011-03-14T07:00:14.940Z,39.233,143.386,5.0
2011-03-14T07:03:30.780Z,39.745,143.566,5.2
2011-03-14T07:25:11.580Z,36.726,141.269,5.2
2011-03-14T09:07:49.850Z,36.914,141.251,5.0
2011-03-14T10:28:39.080Z,37.149,142.177,5.1
2011-03-14T14:22:38.840Z,36.17,141.655,5.1
2011-03-14T14:50:56.150Z,38.316,142.148,5.2
2011-03-14T17:59:41.080Z,37.206,142.245,5.6
2011-03-14T18:01:34.480Z,37.053,142.357,5.4
2011-03-14T18:41:01.470Z,36.576,141.745,5.4
2011-03-14T19:28:28.690Z,38.64,141.721,5.1
2011-03-14T22:04:11.750Z,35.75,141.061,5.0
2011-03-14T23:22:02.240Z,40.393,143.848,5.2
2011-03-14T23:23:11.540Z,39.874,142.981,5.0
2011-03-15T03:21:35.270Z,37.705,143.938,5.0
2011-03-15T07:08:30.850Z,38.341,142.2,5.0
2011-03-15T08:01:43.760Z,40.401,143.24,5.4
2011-03-15T08:48:24.130Z,37.519,143.547,5.1
2011-03-15T09:49:52.640Z,37.367,142.301,5.8
2011-03-15T10:50:01.050Z,35.578,141.876,5.2
2011-03-15T11:06:15.910Z,37.145,142.375,5.1
2011-03-15T11:46:21.020Z,40.419,142.959,5.5
2011-03-15T13:27:56.630Z,37.576,142.237,6.0
2011-03-15T13:31:46.320Z,35.272,138.582,6.0
2011-03-15T13:37:57.090Z,37.674,141.941,5.1
2011-03-15T13:47:09.870Z,37.35,142.153,5.0
2011-03-15T15:23:53.850Z,40.335,143.288,6.1
2011-03-15T19:01:30.540Z,38.132,141.934,5.4
2011-03-15T20:14:33.490Z,37.69,143.453,5.0
2011-03-15T20:29:59.820Z,35.209,140.994,5.7
2011-03-15T21:04:54.340Z,36.744,140.286,5.0
2011-03-15T22:37:13.930Z,37.37,144.141,5.2
2011-03-16T03:52:02.970Z,35.747,140.71,5.7
2011-03-16T04:14:30.520Z,37.552,141.429,5.4
2011-03-16T06:29:03.250Z,39.887,142.019,5.7
2011-03-16T10:16:12.460Z,39.799,143.426,5.2
2011-03-16T11:44:57.350Z,37.662,141.49,5.0
2011-03-16T13:38:41.010Z,36.916,140.466,5.0
2011-03-16T13:39:05.310Z,35.823,140.306,5.3
2011-03-16T14:46:11.450Z,38.541,141.657,5.2
2011-03-16T15:27:03.140Z,36.247,142.495,5.0
2011-03-16T18:12:57.420Z,37.123,142.173,5.1
2011-03-16T18:23:08.500Z,29.356,141.809,5.1
2011-03-16T20:44:41.200Z,37.336,143.639,5.1
2011-03-16T23:38:20.410Z,39.131,142.533,5.3
2011-03-17T03:50:52.020Z,36.31,142.892,5.2
2011-03-17T04:13:56.780Z,40.136,142.168,6.2
2011-03-17T05:06:59.910Z,38.019,143.521,5.3
2011-03-17T06:12:41.550Z,37.709,143.443,5.6
2011-03-17T06:24:33.390Z,37.261,142.07,5.2
2011-03-17T06:42:45.750Z,38.666,143.927,5.2
2011-03-17T08:25:28.490Z,36.658,141.631,5.3
2011-03-17T08:59:43.220Z,40.254,142.409,5.2
2011-03-17T09:05:59.470Z,40.255,142.336,5.1
2011-03-17T12:32:04.610Z,35.496,140.763,5.5
2011-03-17T12:33:25.000Z,35.481,140.877,5.4
2011-03-17T12:54:52.640Z,36.757,141.202,5.8
2011-03-17T18:55:36.930Z,37.125,142.335,5.5
2011-03-17T19:02:56.120Z,38.239,142.286,5.0
2011-03-17T19:05:42.590Z,36.203,141.772,5.1
2011-03-18T00:41:18.720Z,35.877,141.641,5.1
2011-03-18T02:47:47.570Z,37.176,141.767,5.0
2011-03-18T03:23:53.830Z,37.759,143.488,5.5
2011-03-18T08:01:33.810Z,35.734,140.881,5.3
2011-03-18T13:38:39.640Z,37.687,143.408,5.0
2011-03-18T17:28:55.700Z,35.083,141.486,5.2
2011-03-18T18:32:49.320Z,39.11,142.319,5.1
2011-03-18T19:19:19.410Z,36.47,142.676,5.0
2011-03-18T19:53:06.970Z,37.579,141.406,5.3
2011-03-18T21:09:32.340Z,37.491,145.02,5.0
2011-03-18T23:33:01.380Z,39.161,142.23,5.5
2011-03-18T23:34:29.710Z,24.223,125.313,5.2
2011-03-18T23:49:06.740Z,37.761,141.829,5.1
2011-03-18T23:49:36.450Z,36.941,140.615,5.1
2011-03-19T01:22:44.790Z,39.696,142.904,5.9
2011-03-19T01:27:13.650Z,39.547,143.045,5.4
2011-03-19T09:56:47.710Z,36.796,140.268,5.7
2011-03-20T01:09:43.770Z,39.136,142.401,5.1
2011-03-20T01:24:42.890Z,37.301,141.713,5.0
2011-03-20T01:30:45.150Z,36.953,141.014,5.4
2011-03-20T05:55:30.890Z,37.724,141.363,5.6
2011-03-20T05:58:05.140Z,35.284,140.988,5.2
2011-03-20T07:54:15.170Z,39.849,143.51,5.2
2011-03-20T07:56:30.510Z,36.205,141.782,5.2
2011-03-20T10:35:51.350Z,35.157,141.123,5.1
2011-03-20T12:03:46.720Z,39.35,141.824,5.8
2011-03-20T14:48:54.130Z,35.33,140.961,5.1
2011-03-20T15:51:22.950Z,36.381,143.372,5.0
2011-03-20T17:08:56.060Z,37.136,143.853,5.2
2011-03-21T05:54:12.510Z,36.252,142.014,5.0
2011-03-21T10:43:10.600Z,37.973,144.686,5.1
2011-03-21T19:01:19.310Z,36.682,143.178,5.0
2011-03-22T01:13:47.880Z,36.057,141.802,5.0
2011-03-22T03:38:35.840Z,35.205,140.997,5.7
2011-03-22T05:59:38.500Z,35.685,141.593,5.1
2011-03-22T07:18:45.380Z,37.244,144.003,6.4
2011-03-22T09:19:06.230Z,37.325,141.791,6.1
2011-03-22T09:44:29.330Z,39.851,143.437,6.4
2011-03-22T11:21:39.290Z,39.733,143.113,5.6
2011-03-22T12:01:22.420Z,36.866,143.188,5.6
2011-03-22T12:04:08.970Z,36.289,141.404,5.7
2011-03-22T12:56:24.750Z,37.065,143.982,5.1
2011-03-22T13:50:51.910Z,35.795,141.549,5.9
2011-03-22T15:03:46.840Z,35.787,141.567,5.6
2011-03-22T15:49:27.460Z,39.2,142.315,5.1
2011-03-22T16:05:51.340Z,35.749,141.601,5.1
2011-03-22T16:12:09.230Z,35.681,141.637,5.3
2011-03-22T22:12:31.820Z,37.065,140.638,5.5
2011-03-22T22:13:57.200Z,37.014,140.679,5.5
2011-03-22T22:35:00.720Z,37.111,140.58,5.5
2011-03-22T22:36:32.830Z,37.101,140.555,5.2
2011-03-22T22:53:31.930Z,37.055,140.606,5.0
2011-03-22T23:46:53.960Z,35.239,140.933,5.0
2011-03-23T00:06:43.490Z,39.206,142.254,5.0
2011-03-23T09:35:56.990Z,39.623,143.265,5.2
2011-03-23T10:43:36.250Z,36.665,141.464,5.1
2011-03-23T13:56:27.830Z,37.651,142.806,5.0
2011-03-23T20:43:13.280Z,35.923,141.15,5.1
2011-03-24T03:58:09.600Z,38.608,142.812,5.1
2011-03-24T07:03:55.990Z,36.145,141.693,5.0
2011-03-24T08:21:00.140Z,39.079,142.084,5.8
2011-03-24T19:17:18.490Z,37.992,143.592,5.4
2011-03-24T19:22:02.700Z,38.005,143.622,5.0
2011-03-25T09:43:45.150Z,37.741,143.882,5.3
2011-03-25T11:36:24.490Z,38.772,141.88,6.2
2011-03-25T12:43:11.620Z,37.71,143.837,5.1
2011-03-26T05:37:50.680Z,32.645,142.743,5.0
2011-03-26T10:18:36.680Z,38.583,141.74,5.3
2011-03-26T12:52:51.200Z,36.959,143.294,5.1
2011-03-27T03:20:17.910Z,40.183,142.257,5.0
2011-03-27T05:07:56.000Z,39.927,141.854,5.0
2011-03-27T13:41:34.310Z,38.95,142.361,5.3
2011-03-27T22:23:58.800Z,38.415,142.011,6.2
2011-03-28T05:44:58.410Z,36.357,141.73,5.2
2011-03-28T11:18:46.350Z,38.799,142.899,5.2
2011-03-29T08:28:34.640Z,45.455,146.29,5.0
2011-03-29T10:54:33.200Z,37.401,142.29,6.1
2011-03-29T16:35:49.290Z,39.591,143.455,5.5
2011-03-30T05:29:52.520Z,36.143,142.464,5.7
2011-03-30T12:51:36.570Z,35.396,141.013,5.1
2011-03-30T13:00:05.230Z,38.671,141.978,5.2
2011-03-30T13:19:06.790Z,36.686,140.751,5.1
2011-03-30T23:52:11.250Z,26.998,141.39,5.0
2011-03-31T07:15:30.190Z,38.922,141.821,6.0
2011-03-31T07:36:31.250Z,32.43,142.624,5.1
2011-03-31T19:35:03.890Z,37.699,142.273,5.1
2011-04-01T10:49:49.070Z,40.304,140.208,5.0
2011-04-01T11:57:54.390Z,39.323,141.95,5.9
2011-04-01T12:15:06.040Z,36.723,141.825,5.1
2011-04-01T14:44:35.130Z,36.234,141.501,5.3
2011-04-01T17:03:46.390Z,40.282,143.209,5.5
2011-04-02T04:08:06.750Z,38.744,141.924,5.2
2011-04-03T07:38:46.480Z,37.635,141.451,5.2
2011-04-03T13:18:08.040Z,36.762,142.142,5.1
2011-04-03T14:55:30.440Z,37.805,142.162,5.0
2011-04-04T08:38:23.980Z,37.817,142.403,5.1
2011-04-04T08:42:31.690Z,37.828,142.473,5.0
2011-04-04T09:39:12.850Z,37.049,142.046,5.1
2011-04-05T22:01:59.330Z,38.372,142.104,5.0
2011-04-06T07:12:12.250Z,27.164,143.324,5.1
2011-04-06T13:54:52.200Z,37.654,141.425,5.3
2011-04-07T14:32:43.290Z,38.276,141.588,7.1
2011-04-07T22:02:19.880Z,39.142,142.893,5.1
2011-04-08T18:42:28.950Z,43.721,147.481,5.3
2011-04-09T01:25:26.660Z,36.75,142.049,5.1
2011-04-09T09:42:21.890Z,38.28,141.701,5.3
2011-04-09T12:57:47.820Z,29.999,131.78,5.9
2011-04-10T21:35:52.590Z,36.774,140.987,5.1
2011-04-11T08:16:12.730Z,37.001,140.401,6.6
2011-04-11T08:16:50.910Z,37.791,140.812,5.8
2011-04-11T08:26:35.300Z,37.061,140.353,5.2
2011-04-11T08:58:07.210Z,37.03,140.369,5.0
2011-04-11T11:42:35.130Z,36.98,140.356,5.5
2011-04-11T17:53:32.050Z,37.643,144.47,5.4
2011-04-11T22:26:20.030Z,36.809,138.284,5.5
2011-04-11T23:08:16.870Z,35.417,140.575,6.2
2011-04-12T05:07:41.860Z,37.107,140.368,5.9
2011-04-12T19:37:48.290Z,39.368,141.895,5.6
2011-04-12T23:36:21.520Z,35.376,140.678,5.1
2011-04-13T01:08:02.190Z,36.953,140.418,5.3
2011-04-13T19:57:25.420Z,39.583,143.34,6.0
2011-04-13T20:02:30.980Z,39.568,143.414,5.0
2011-04-13T20:03:49.700Z,39.497,143.365,5.0
2011-04-13T20:32:21.420Z,39.619,143.191,5.5
2011-04-13T22:35:53.300Z,36.797,140.372,5.0
2011-04-14T03:08:57.990Z,36.985,140.602,5.1
2011-04-14T06:07:09.450Z,36.686,141.58,5.1
2011-04-14T06:08:47.340Z,35.56,141.881,5.7
2011-04-15T21:10:37.980Z,37.211,142.41,5.0
2011-04-16T01:11:10.380Z,25.435,123.897,5.7
2011-04-16T02:19:30.790Z,36.378,139.653,5.8
2011-04-16T09:20:25.670Z,27.937,139.395,5.2
2011-04-16T20:36:46.320Z,36.878,143.917,5.5
2011-04-18T13:03:33.600Z,40.32,140.478,5.0
2011-04-19T04:04:30.080Z,37.186,143.491,5.0
2011-04-21T00:39:03.210Z,40.341,143.549,5.7
2011-04-21T01:54:41.580Z,40.306,143.628,5.8
2011-04-21T03:08:37.540Z,37.265,142.247,5.0
2011-04-21T08:18:16.140Z,38.327,142.093,5.0
2011-04-21T13:37:03.340Z,35.579,140.305,6.2
2011-04-21T13:47:11.230Z,35.712,140.696,5.1
2011-04-21T16:11:18.450Z,37.553,141.219,5.6
2011-04-22T15:25:17.840Z,37.226,140.988,5.2
2011-04-22T16:27:40.690Z,37.083,144.124,5.0
2011-04-23T10:12:46.980Z,39.097,142.87,5.9
2011-04-24T21:06:38.640Z,35.196,140.931,5.0
2011-04-25T09:00:21.590Z,36.217,140.887,5.1
2011-04-25T21:14:14.400Z,36.846,142.167,5.1
2011-04-26T12:12:00.530Z,36.085,139.778,5.0
2011-04-27T21:42:47.120Z,36.798,142.552,5.0
2011-04-27T21:45:04.220Z,38.151,141.651,5.0
2011-04-28T00:02:22.820Z,36.719,142.568,5.0
2011-04-28T09:27:47.230Z,37.455,141.653,5.5
2011-04-29T22:19:33.370Z,38.859,141.916,5.2
2011-04-30T05:06:35.860Z,36.785,141.067,5.1
2011-04-30T11:13:51.070Z,35.146,141.585,5.0
2011-05-02T21:25:49.540Z,40.102,142.564,5.1
2011-05-04T05:41:40.480Z,40.786,141.269,5.0
2011-05-04T08:23:53.110Z,37.044,143.246,5.4
2011-05-05T14:58:18.680Z,38.17,144.032,6.0
2011-05-05T15:26:46.740Z,37.425,141.448,5.0
2011-05-05T17:04:29.520Z,37.072,140.754,5.2
2011-05-05T18:36:16.960Z,35.588,141.988,5.2
2011-05-05T23:21:22.100Z,26.124,128.398,5.5
2011-05-07T20:52:20.760Z,40.239,142.243,5.7
2011-05-09T20:15:53.560Z,37.739,143.536,5.6
2011-05-10T07:16:14.180Z,37.261,143.706,5.1
2011-05-10T08:30:30.850Z,37.797,143.561,5.2
2011-05-10T08:54:50.000Z,38.187,142.138,5.0
2011-05-10T10:14:43.160Z,36.235,141.608,5.1
2011-05-10T10:36:39.730Z,36.111,141.876,5.0
2011-05-10T15:26:04.610Z,43.292,130.938,5.7
2011-05-11T01:20:05.600Z,37.81,143.56,5.2
2011-05-11T18:14:31.890Z,36.1,142.267,5.2
2011-05-13T23:35:52.860Z,37.396,141.341,6.1
2011-05-14T22:30:29.660Z,43.144,146.131,5.1
2011-05-14T23:50:49.810Z,37.666,141.396,5.0
2011-05-15T10:25:21.270Z,37.059,142.33,5.1
2011-05-15T12:14:20.300Z,37.244,142.612,5.1
2011-05-19T09:12:48.480Z,37.121,142.674,5.3
2011-05-20T00:46:16.950Z,35.761,140.843,5.8
2011-05-20T05:16:45.700Z,25.521,142.639,5.0
2011-05-20T07:28:48.150Z,37.44,141.414,5.1
2011-05-20T18:46:24.350Z,46.573,152.229,5.0
2011-05-21T22:06:26.390Z,35.597,140.492,5.6
2011-05-22T08:33:41.390Z,39.209,142.831,5.0
2011-05-22T14:46:11.670Z,37.601,143.488,5.6
2011-05-24T03:40:51.300Z,39.709,143.247,5.8
2011-05-24T11:49:23.490Z,36.377,140.942,5.0
2011-05-25T10:02:52.370Z,49.161,147.484,5.3
2011-05-28T13:46:07.930Z,36.287,142.021,5.0
2011-05-28T14:56:04.930Z,37.423,143.586,5.0
2011-05-30T23:53:45.480Z,40.29,143.205,5.1
2011-05-31T12:28:38.310Z,39.409,141.791,5.4
2011-05-31T16:26:12.390Z,40.251,143.221,5.0
2011-06-01T03:14:14.440Z,39.737,143.566,5.2
2011-06-01T23:34:17.970Z,27.034,140.294,5.2
2011-06-03T00:05:00.830Z,37.285,143.907,6.1
2011-06-03T16:00:15.030Z,37.067,140.912,5.5
2011-06-03T16:57:31.560Z,35.027,132.325,5.0
2011-06-07T10:38:32.700Z,48.357,154.2,5.3
2011-06-08T22:11:17.360Z,39.031,142.318,5.0
2011-06-09T10:26:08.200Z,37.263,142.147,5.0
2011-06-09T10:38:34.540Z,36.478,140.774,5.4
2011-06-10T22:35:55.070Z,38.315,142.156,5.0
2011-06-12T20:48:16.640Z,28.096,129.965,5.0
2011-06-13T06:50:31.620Z,39.91,143.02,5.1
2011-06-14T12:48:53.160Z,43.221,145.236,5.0
2011-06-14T13:06:52.190Z,37.727,143.512,5.7
2011-06-14T14:56:00.700Z,39.483,142.392,5.4
2011-06-15T04:41:03.610Z,26.788,144.108,5.3
2011-06-16T10:09:09.720Z,39.795,143.199,5.0
2011-06-17T10:39:39.840Z,48.595,156.197,5.4
2011-06-18T11:31:05.880Z,37.664,141.664,5.7
2011-06-21T08:49:40.500Z,35.623,141.314,5.4
2011-06-22T14:28:59.170Z,40.046,142.777,5.7
2011-06-22T20:43:49.180Z,37.704,144.26,5.1
2011-06-22T21:50:52.350Z,39.955,142.205,6.7
2011-06-23T10:35:00.230Z,38.479,141.439,5.3
2011-06-23T11:38:32.870Z,30.284,131.467,5.1
2011-06-24T17:39:27.210Z,42.049,142.553,5.5
2011-06-28T07:42:55.010Z,40.53,143.805,5.2
2011-06-29T22:14:38.480Z,35.598,140.461,5.0
2011-06-29T23:16:40.170Z,36.261,137.679,5.0
2011-07-03T16:05:58.220Z,45.999,149.46,5.1
2011-07-05T10:18:44.390Z,33.988,135.135,5.0
2011-07-06T15:14:59.030Z,36.372,141.618,5.7
2011-07-07T18:35:40.740Z,37.125,140.869,5.5
2011-07-08T13:10:48.760Z,39.87,142.102,5.0
2011-07-10T00:57:10.800Z,38.034,143.264,7.0
2011-07-11T04:29:30.480Z,39.349,141.859,5.2
2011-07-12T00:09:53.890Z,45.784,150.765,5.3
2011-07-12T09:00:00.390Z,38.811,141.884,5.0
2011-07-12T20:47:13.780Z,37.348,141.015,5.1
2011-07-13T07:19:41.020Z,25.081,123.697,5.2
2011-07-14T04:10:55.070Z,36.934,141.136,5.0
2011-07-15T12:01:12.200Z,36.128,139.85,5.5
2011-07-15T18:00:23.940Z,27.016,140.128,5.4
2011-07-19T01:38:51.280Z,37.386,141.575,5.2
2011-07-20T19:18:14.840Z,27.236,128.2,5.3
2011-07-21T01:03:30.950Z,39.632,143.466,5.1
2011-07-23T04:34:24.180Z,38.898,141.815,6.3
2011-07-24T15:07:10.970Z,38.855,141.993,5.1
2011-07-24T18:51:25.070Z,37.73,141.39,6.3
2011-07-25T11:03:24.110Z,35.211,141.03,5.0
2011-07-25T11:04:46.030Z,38.571,141.876,5.1
2011-07-25T11:54:54.080Z,35.273,140.933,5.6
2011-07-27T14:50:00.740Z,40.097,142.746,5.0
2011-07-28T09:01:39.030Z,40.344,143.236,5.6
2011-07-28T16:50:25.700Z,38.918,142.561,5.2
2011-07-29T14:53:18.980Z,36.689,141.871,5.4
2011-07-30T13:21:34.560Z,34.825,141.601,5.0
2011-07-30T18:53:50.720Z,36.942,140.955,6.3
2011-07-31T17:35:57.870Z,41.795,142.826,5.5
2011-08-01T13:44:47.300Z,39.837,142.083,5.7
2011-08-01T13:48:11.790Z,27.281,141.201,5.4
2011-08-01T14:58:09.060Z,34.631,138.433,5.9
2011-08-04T13:51:34.560Z,48.833,154.769,6.1
2011-08-05T10:53:22.230Z,40.131,142.312,5.0
2011-08-06T07:14:55.290Z,35.245,140.99,5.3
2011-08-11T13:31:26.840Z,38.363,142.039,5.2
2011-08-11T18:22:04.920Z,37.034,140.893,5.8
2011-08-11T19:37:44.280Z,34.398,137.962,5.0
2011-08-15T11:44:38.420Z,22.65,143.038,5.4
2011-08-16T03:36:31.210Z,28.757,143.672,5.2
2011-08-16T12:43:01.790Z,38.072,143.491,5.0
2011-08-16T19:35:20.500Z,40.138,142.307,5.3
2011-08-17T03:05:07.240Z,38.395,142.093,5.0
2011-08-17T11:44:08.370Z,36.765,143.77,6.1
2011-08-19T05:36:33.040Z,37.671,141.652,6.2
2011-08-19T11:39:47.170Z,46.524,153.276,5.2
2011-08-19T19:10:10.680Z,45.885,142.471,5.1
2011-08-22T11:23:35.250Z,36.083,141.688,5.9
2011-08-25T02:14:50.250Z,36.106,143.452,5.0
2011-08-25T16:02:15.450Z,47.34,152.334,5.3
2011-08-26T22:17:48.660Z,21.73,143.084,5.3
2011-09-03T20:52:49.440Z,35.79,139.358,5.0
2011-09-04T05:02:05.140Z,44.046,147.874,5.2
2011-09-05T19:49:13.170Z,36.51,142.622,5.1
2011-09-06T17:54:51.870Z,36.661,141.594,5.2
2011-09-07T00:09:59.760Z,39.962,143.477,5.0
2011-09-07T13:29:41.520Z,42.238,142.424,5.1
2011-09-08T13:38:13.170Z,37.238,141.835,5.1
2011-09-12T23:02:41.760Z,35.69,143.329,5.0
2011-09-15T08:00:09.640Z,36.256,141.338,6.1
2011-09-16T19:26:40.260Z,40.273,142.779,6.7
2011-09-16T19:40:00.140Z,40.164,143.397,5.1
2011-09-16T20:11:16.090Z,40.235,143.24,5.7
2011-09-16T21:08:05.330Z,40.239,143.008,5.9
2011-09-16T21:36:38.590Z,40.077,143.15,5.8
2011-09-16T22:40:46.930Z,40.242,143.145,5.7
2011-09-17T07:33:57.840Z,40.291,142.861,5.3
2011-09-17T07:34:27.690Z,40.265,142.657,5.7
2011-09-17T08:59:30.470Z,48.909,154.739,5.2
2011-09-17T17:54:47.410Z,40.248,143.226,5.2
2011-09-18T07:04:18.070Z,39.845,143.052,5.6
2011-09-18T10:39:48.400Z,42.036,142.315,5.1
2011-09-18T18:32:25.690Z,37.844,141.404,5.4
2011-09-19T09:07:22.220Z,47.856,147.31,5.2
2011-09-21T13:31:01.430Z,36.774,140.324,5.1
2011-09-23T08:16:00.390Z,36.762,140.435,5.0
2011-09-23T13:12:27.300Z,39.352,141.85,5.2
2011-09-29T10:05:12.480Z,37.147,140.65,5.1
2011-09-29T18:26:56.370Z,26.648,127.653,5.0
2011-09-30T15:51:01.120Z,39.147,143.523,5.0
2011-10-04T01:37:29.130Z,26.768,140.429,5.6
2011-10-05T10:00:01.440Z,36.478,137.593,5.3
2011-10-05T10:06:13.770Z,36.49,137.384,5.2
2011-10-07T02:51:18.280Z,41.631,141.964,5.3
2011-10-10T02:45:57.860Z,37.547,141.257,5.6
2011-10-12T17:22:05.940Z,37.765,144.421,5.0
2011-10-16T09:47:13.080Z,47.951,152.909,5.3
2011-10-17T09:15:23.420Z,37.744,141.89,5.0
2011-10-21T08:02:37.950Z,43.892,142.479,6.1
2011-10-25T17:08:54.920Z,37.026,140.971,5.0
2011-10-25T19:34:12.720Z,32.056,138.362,5.2
2011-10-30T03:23:46.000Z,25.372,122.866,5.7
2011-11-01T16:21:25.690Z,35.941,141.642,5.0
2011-11-03T10:34:30.410Z,35.814,139.934,5.0
2011-11-07T01:46:34.470Z,45.901,149.159,5.0
2011-11-08T02:59:08.510Z,27.324,125.621,6.9
2011-11-08T03:13:52.630Z,31.36,142.217,5.2
2011-11-08T08:34:59.690Z,37.651,143.962,5.0
2011-11-08T20:09:15.320Z,28.044,142.676,5.1
2011-11-08T22:45:04.820Z,37.4,142.762,5.0
2011-11-11T12:44:09.340Z,39.667,143.371,5.1
2011-11-16T00:43:58.130Z,34.14,141.468,5.3
2011-11-17T08:34:33.950Z,38.82,141.912,5.0
2011-11-17T09:43:04.970Z,35.671,141.633,5.0
2011-11-19T22:06:00.360Z,46.622,151.512,5.3
2011-11-20T01:23:44.730Z,36.775,140.378,5.0
2011-11-21T10:16:33.810Z,34.847,132.715,5.1
2011-11-23T19:24:31.470Z,37.365,141.368,6.1
2011-11-24T10:25:34.030Z,41.898,142.639,6.2
2011-12-01T11:20:31.450Z,44.746,145.918,5.0
2011-12-02T20:55:29.490Z,35.257,140.152,5.2
2011-12-05T01:01:12.560Z,36.158,141.805,5.2
2011-12-09T19:42:57.340Z,47.009,144.551,5.7
2011-12-10T19:00:54.430Z,37.659,143.588,5.0
2011-12-11T01:22:45.660Z,28.104,129.365,5.3
2011-12-12T09:28:41.590Z,50.706,143.044,5.1
2011-12-13T00:57:08.090Z,37.754,143.651,5.0
2011-12-14T04:01:07.560Z,35.308,137.188,5.1
2011-12-15T02:49:24.600Z,38.069,143.338,5.0
2011-12-15T13:05:54.770Z,31.675,141.665,5.3
2011-12-15T15:12:48.270Z,31.717,141.631,5.6
2011-12-18T09:02:03.080Z,35.508,140.913,5.1
2011-12-20T06:26:23.210Z,40.099,142.559,5.1
2011-12-27T09:04:30.340Z,31.125,140.338,5.3
2011-12-30T17:07:23.390Z,30.799,138.254,5.2
